concept_id,concept_name,domain_id,concept_class_id,ATC
21601132,Other antianemic preparations,Drug,ATC 4th,B03XA
21601133,erythropoietin; parenteral,Drug,ATC 5th,B03XA01
21601134,darbepoetin alfa; parenteral,Drug,ATC 5th,B03XA02
21601135,methoxy polyethylene glycol-epoetin beta; parenteral,Drug,ATC 5th,B03XA03
43534764,peginesatide; parenteral,Drug,ATC 5th,B03XA04
715773,roxadustat; oral,Drug,ATC 5th,B03XA05
715842,luspatercept; parenteral,Drug,ATC 5th,B03XA06
21601136,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,Drug,ATC 2nd,B05
21601137,BLOOD AND RELATED PRODUCTS,Drug,ATC 3rd,B05A
21601138,Blood substitutes and plasma protein fractions,Drug,ATC 4th,B05AA
21601139,albumin; parenteral,Drug,ATC 5th,B05AA01
21601140,other plasma protein fractions; parenteral,Drug,ATC 5th,B05AA02
21601141,fluorocarbon blood substitutes; parenteral,Drug,ATC 5th,B05AA03
21601142,dextran; parenteral,Drug,ATC 5th,B05AA05
21601143,gelatin agents; parenteral,Drug,ATC 5th,B05AA06
21601144,hydroxyethylstarch; parenteral,Drug,ATC 5th,B05AA07
21601145,hemoglobin crosfumaril; parenteral,Drug,ATC 5th,B05AA08
21601146,hemoglobin raffimer; parenteral,Drug,ATC 5th,B05AA09
21601147,hemoglobin glutamer (bovine); parenteral,Drug,ATC 5th,B05AA10
21601148,Other blood products,Drug,ATC 4th,B05AX
21601149,erythrocytes; parenteral,Drug,ATC 5th,B05AX01
21601150,thrombocytes; parenteral,Drug,ATC 5th,B05AX02
21601151,blood plasma; parenteral,Drug,ATC 5th,B05AX03
21601152,stem cells from umbilical cord blood; parenteral,Drug,ATC 5th,B05AX04
21601153,I.V. SOLUTIONS,Drug,ATC 3rd,B05B
21601154,Solutions for parenteral nutrition,Drug,ATC 4th,B05BA
21601155,amino acids; parenteral,Drug,ATC 5th,B05BA01
21601156,fat emulsions; parenteral,Drug,ATC 5th,B05BA02
21601157,carbohydrates; parenteral,Drug,ATC 5th,B05BA03
21601158,protein hydrolysates; parenteral,Drug,ATC 5th,B05BA04
21601160,Solutions affecting the electrolyte balance,Drug,ATC 4th,B05BB
21601161,electrolytes; parenteral,Drug,ATC 5th,B05BB01
21601162,electrolytes with carbohydrates; parenteral,Drug,ATC 5th,B05BB02
21601164,Solutions producing osmotic diuresis,Drug,ATC 4th,B05BC
21601165,mannitol; parenteral,Drug,ATC 5th,B05BC01
21601166,carbamide; parenteral,Drug,ATC 5th,B05BC02
21601167,IRRIGATING SOLUTIONS,Drug,ATC 3rd,B05C
21601168,Antiinfectives,Drug,ATC 4th,B05CA
21601169,cetylpyridinium; irrigating solution,Drug,ATC 5th,B05CA01
21601170,chlorhexidine; irrigating solution,Drug,ATC 5th,B05CA02
21601171,nitrofural; irrigating solution,Drug,ATC 5th,B05CA03
21601172,sulfamethizole; irrigating solution,Drug,ATC 5th,B05CA04
21601173,taurolidine; irrigating solution,Drug,ATC 5th,B05CA05
21601174,mandelic acid; irrigating solution,Drug,ATC 5th,B05CA06
21601175,noxytiolin; irrigating solution,Drug,ATC 5th,B05CA07
21601176,ethacridine lactate; irrigating solution,Drug,ATC 5th,B05CA08
21601177,neomycin; irrigating solution,Drug,ATC 5th,B05CA09
21601178,antiinfectives - combinations; irrigating solution,Drug,ATC 5th,B05CA10
21601179,Salt solutions,Drug,ATC 4th,B05CB
21601180,sodium chloride; irrigating solution,Drug,ATC 5th,B05CB01
21601181,sodium citrate; irrigating solution,Drug,ATC 5th,B05CB02
21601182,magnesium citrate; irrigating solution,Drug,ATC 5th,B05CB03
21601183,sodium bicarbonate; irrigating solution,Drug,ATC 5th,B05CB04
21601184,salt solutions - combinations; irrigating solution,Drug,ATC 5th,B05CB10
21601185,Other irrigating solutions,Drug,ATC 4th,B05CX
21601186,glucose; irrigating solution,Drug,ATC 5th,B05CX01
21601187,sorbitol; irrigating solution,Drug,ATC 5th,B05CX02
21601188,glycine; irrigating solution,Drug,ATC 5th,B05CX03
21601189,mannitol; irrigating solution,Drug,ATC 5th,B05CX04
21601191,PERITONEAL DIALYTICS,Drug,ATC 3rd,B05D
21601192,Isotonic solutions,Drug,ATC 4th,B05DA
21601193,Hypertonic solutions,Drug,ATC 4th,B05DB
21601194,I.V. SOLUTION ADDITIVES,Drug,ATC 3rd,B05X
21601195,Electrolyte solutions,Drug,ATC 4th,B05XA
21601196,potassium chloride; parenteral,Drug,ATC 5th,B05XA01
21601197,sodium bicarbonate; parenteral,Drug,ATC 5th,B05XA02
21601198,sodium chloride; parenteral,Drug,ATC 5th,B05XA03
21601199,ammonium chloride; parenteral,Drug,ATC 5th,B05XA04
21601200,magnesium sulfate; parenteral,Drug,ATC 5th,B05XA05
21601201,"potassium phosphate, incl. combinations with other potassium salts; parenteral",Drug,ATC 5th,B05XA06
21601203,sodium acetate; parenteral,Drug,ATC 5th,B05XA08
21601204,sodium phosphate; parenteral,Drug,ATC 5th,B05XA09
21601205,magnesium phosphate; parenteral,Drug,ATC 5th,B05XA10
21601206,magnesium chloride; parenteral,Drug,ATC 5th,B05XA11
21601207,zinc chloride; parenteral,Drug,ATC 5th,B05XA12
21601208,hydrochloric acid; parenteral,Drug,ATC 5th,B05XA13
21601209,sodium glycerophosphate; parenteral,Drug,ATC 5th,B05XA14
21601210,potassium lactate; parenteral,Drug,ATC 5th,B05XA15
21601211,cardioplegia solutions; parenteral,Drug,ATC 5th,B05XA16
21601212,potassium acetate; parenteral,Drug,ATC 5th,B05XA17
21601213,combinations of electrolytes; parenteral,Drug,ATC 5th,B05XA30
21601215,Amino acids,Drug,ATC 4th,B05XB
21601216,arginine hydrochloride; parenteral,Drug,ATC 5th,B05XB01
21601217,alanyl glutamine; parenteral,Drug,ATC 5th,B05XB02
21601218,lysine; parenteral,Drug,ATC 5th,B05XB03
21601219,Vitamins,Drug,ATC 4th,B05XC
21601220,Other i.v. solution additives,Drug,ATC 4th,B05XX
21601222,HEMODIALYTICS AND HEMOFILTRATES,Drug,ATC 3rd,B05Z
21601223,"Hemodialytics, concentrates",Drug,ATC 4th,B05ZA
21601224,Hemofiltrates,Drug,ATC 4th,B05ZB
21601225,OTHER HEMATOLOGICAL AGENTS,Drug,ATC 2nd,B06
21601226,OTHER HEMATOLOGICAL AGENTS,Drug,ATC 3rd,B06A
21601227,Enzymes,Drug,ATC 4th,B06AA
21601228,"fibrinolysin and desoxyribonuclease; systemic, topical",Drug,ATC 5th,B06AA02
21601230,"chymotrypsin; systemic, topical",Drug,ATC 5th,B06AA04
21601231,"trypsin; systemic, topical",Drug,ATC 5th,B06AA07
21601232,"desoxyribonuclease; systemic, topical",Drug,ATC 5th,B06AA10
21601234,"streptokinase, combinations; systemic, topical",Drug,ATC 5th,B06AA55
21601235,Heme products,Drug,ATC 4th,B06AB
21601236,"hemin; systemic, topical",Drug,ATC 5th,B06AB01
40253602,Drugs used in hereditary angioedema,Drug,ATC 4th,B06AC
40253605,"ecallantide; systemic, topical",Drug,ATC 5th,B06AC03
40253606,conestat alfa; parenteral,Drug,ATC 5th,B06AC04
715802,lanadelumab; parenteral,Drug,ATC 5th,B06AC05
715764,Other hematological agents,Drug,ATC 4th,B06AX
715841,"crizanlizumab; systemic, topical",Drug,ATC 5th,B06AX01
21601237,CARDIOVASCULAR SYSTEM,Drug,ATC 1st,C
21601238,CARDIAC THERAPY,Drug,ATC 2nd,C01
21601239,CARDIAC GLYCOSIDES,Drug,ATC 3rd,C01A
21601240,Digitalis glycosides,Drug,ATC 4th,C01AA
21601241,acetyldigitoxin; oral,Drug,ATC 5th,C01AA01
21601242,acetyldigoxin; oral,Drug,ATC 5th,C01AA02
21601243,digitalis leaves; oral,Drug,ATC 5th,C01AA03
21600233,digitoxin; systemic,Drug,ATC 5th,C01AA04
21600234,digoxin; systemic,Drug,ATC 5th,C01AA05
21600235,"lanatoside C; oral, rectal",Drug,ATC 5th,C01AA06
21600236,deslanoside; parenteral,Drug,ATC 5th,C01AA07
21600237,metildigoxin; systemic,Drug,ATC 5th,C01AA08
21600238,gitoformate; oral,Drug,ATC 5th,C01AA09
21600240,Scilla glycosides,Drug,ATC 4th,C01AB
21600241,proscillaridin; oral,Drug,ATC 5th,C01AB01
21600242,"proscillaridin, combinations; systemic",Drug,ATC 5th,C01AB51
21600243,Strophanthus glycosides,Drug,ATC 4th,C01AC
21600244,g-strophanthin; parenteral,Drug,ATC 5th,C01AC01
21600245,cymarin; oral,Drug,ATC 5th,C01AC03
21600246,Other cardiac glycosides,Drug,ATC 4th,C01AX
21600247,peruvoside; systemic,Drug,ATC 5th,C01AX02
21600248,"ANTIARRHYTHMICS, CLASS I AND III",Drug,ATC 3rd,C01B
21600249,"Antiarrhythmics, class Ia",Drug,ATC 4th,C01BA
21600250,quinidine; oral,Drug,ATC 5th,C01BA01
21600251,procainamide; systemic,Drug,ATC 5th,C01BA02
21600252,disopyramide; systemic,Drug,ATC 5th,C01BA03
21600253,sparteine; parenteral,Drug,ATC 5th,C01BA04
21600254,ajmaline; oral,Drug,ATC 5th,C01BA05
21600255,prajmaline; oral,Drug,ATC 5th,C01BA08
21600256,lorajmine; oral,Drug,ATC 5th,C01BA12
1123815,hydroquinidine; oral,Drug,ATC 5th,C01BA13
21600259,"Antiarrhythmics, class Ib",Drug,ATC 4th,C01BB
21600260,lidocaine; parenteral,Drug,ATC 5th,C01BB01
21600261,mexiletine; systemic,Drug,ATC 5th,C01BB02
21600262,tocainide; systemic,Drug,ATC 5th,C01BB03
21600263,aprindine; systemic,Drug,ATC 5th,C01BB04
21600264,"Antiarrhythmics, class Ic",Drug,ATC 4th,C01BC
21600265,propafenone; systemic,Drug,ATC 5th,C01BC03
21600266,flecainide; systemic,Drug,ATC 5th,C01BC04
21600267,lorcainide; parenteral,Drug,ATC 5th,C01BC07
21600268,encainide; oral,Drug,ATC 5th,C01BC08
43534766,ethacizine,Drug,ATC 5th,C01BC09
21600269,"Antiarrhythmics, class III",Drug,ATC 4th,C01BD
21600270,amiodarone; systemic,Drug,ATC 5th,C01BD01
21600271,bretylium tosilate; parenteral,Drug,ATC 5th,C01BD02
21600272,bunaftine,Drug,ATC 5th,C01BD03
21600273,dofetilide; oral,Drug,ATC 5th,C01BD04
21600274,ibutilide; parenteral,Drug,ATC 5th,C01BD05
40253900,dronedarone; oral,Drug,ATC 5th,C01BD07
21600276,"Other antiarrhythmics, class I and III",Drug,ATC 4th,C01BG
21600277,moracizine; oral,Drug,ATC 5th,C01BG01
21600278,cibenzoline; systemic,Drug,ATC 5th,C01BG07
40253904,vernakalant; parenteral,Drug,ATC 5th,C01BG11
21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,Drug,ATC 3rd,C01C
21600280,Adrenergic and dopaminergic agents,Drug,ATC 4th,C01CA
21600281,etilefrine; systemic,Drug,ATC 5th,C01CA01
21600282,isoprenaline; systemic,Drug,ATC 5th,C01CA02
21600283,norepinephrine; parenteral,Drug,ATC 5th,C01CA03
21600284,dopamine; parenteral,Drug,ATC 5th,C01CA04
21600285,norfenefrine; oral,Drug,ATC 5th,C01CA05
21600286,phenylephrine; parenteral,Drug,ATC 5th,C01CA06
21600287,dobutamine; parenteral,Drug,ATC 5th,C01CA07
21600288,oxedrine; systemic,Drug,ATC 5th,C01CA08
21600289,metaraminol; parenteral,Drug,ATC 5th,C01CA09
21600290,methoxamine; parenteral,Drug,ATC 5th,C01CA10
21600291,mephentermine; parenteral,Drug,ATC 5th,C01CA11
21600292,dimetofrine,Drug,ATC 5th,C01CA12
21600293,prenalterol; parenteral,Drug,ATC 5th,C01CA13
21600294,dopexamine; parenteral,Drug,ATC 5th,C01CA14
21600295,gepefrine; oral,Drug,ATC 5th,C01CA15
21600296,ibopamine; oral,Drug,ATC 5th,C01CA16
21600297,midodrine; oral,Drug,ATC 5th,C01CA17
21600298,octopamine; oral,Drug,ATC 5th,C01CA18
21600299,fenoldopam; parenteral,Drug,ATC 5th,C01CA19
21600300,cafedrine; systemic,Drug,ATC 5th,C01CA21
21600301,arbutamine; parenteral,Drug,ATC 5th,C01CA22
21600302,theodrenaline; systemic,Drug,ATC 5th,C01CA23
21600303,epinephrine; parenteral,Drug,ATC 5th,C01CA24
40253930,amezinium metilsulfate; oral,Drug,ATC 5th,C01CA25
40253931,ephedrine; parenteral,Drug,ATC 5th,C01CA26
1588645,droxidopa; oral,Drug,ATC 5th,C01CA27
21600304,adrenergic and dopaminergic agents - combinations,Drug,ATC 5th,C01CA30
21600305,"etilefrine, combinations; systemic",Drug,ATC 5th,C01CA51
21600306,Phosphodiesterase inhibitors,Drug,ATC 4th,C01CE
21600307,amrinone; parenteral,Drug,ATC 5th,C01CE01
21600308,milrinone; parenteral,Drug,ATC 5th,C01CE02
21600309,enoximone; parenteral,Drug,ATC 5th,C01CE03
21600310,"bucladesine; parenteral, topical",Drug,ATC 5th,C01CE04
21600311,Other cardiac stimulants,Drug,ATC 4th,C01CX
21600312,angiotensinamide; parenteral,Drug,ATC 5th,C01CX06
21600313,xamoterol; oral,Drug,ATC 5th,C01CX07
21600314,levosimendan; parenteral,Drug,ATC 5th,C01CX08
715786,angiotensin II; parenteral,Drug,ATC 5th,C01CX09
21600315,VASODILATORS USED IN CARDIAC DISEASES,Drug,ATC 3rd,C01D
21600316,Organic nitrates,Drug,ATC 4th,C01DA
21600317,"glyceryl trinitrate; oral, oral aerosol, sublingual, transdermal",Drug,ATC 5th,C01DA02
21600318,methylpropylpropanediol dinitrate,Drug,ATC 5th,C01DA04
21600319,pentaerithrityl tetranitrate; oral,Drug,ATC 5th,C01DA05
21600320,propatylnitrate; oral,Drug,ATC 5th,C01DA07
21600321,"isosorbide dinitrate; oral, oral aerosol, sublingual, transdermal",Drug,ATC 5th,C01DA08
21600322,trolnitrate; oral,Drug,ATC 5th,C01DA09
21600323,eritrityl tetranitrate; oral,Drug,ATC 5th,C01DA13
21600324,isosorbide mononitrate; oral,Drug,ATC 5th,C01DA14
21600326,tenitramine,Drug,ATC 5th,C01DA38
21600327,"glyceryl trinitrate, combinations; systemic",Drug,ATC 5th,C01DA52
21600328,"methylpropylpropanediol dinitrate, combinations",Drug,ATC 5th,C01DA54
21600329,"pentaerithrityl tetranitrate, combinations; oral",Drug,ATC 5th,C01DA55
21600330,"propatylnitrate, combinations; systemic",Drug,ATC 5th,C01DA57
21600332,"trolnitrate, combinations; oral",Drug,ATC 5th,C01DA59
21600333,"eritrityl tetranitrate, combinations; oral",Drug,ATC 5th,C01DA63
21600335,Quinolone vasodilators,Drug,ATC 4th,C01DB
21600336,flosequinan; oral,Drug,ATC 5th,C01DB01
21600337,Other vasodilators used in cardiac diseases,Drug,ATC 4th,C01DX
21600338,itramin tosilate; systemic,Drug,ATC 5th,C01DX01
21600339,prenylamine; oral,Drug,ATC 5th,C01DX02
21600340,oxyfedrine; systemic,Drug,ATC 5th,C01DX03
21600341,benziodarone; oral,Drug,ATC 5th,C01DX04
21600342,carbocromen; oral,Drug,ATC 5th,C01DX05
21600343,hexobendine; systemic,Drug,ATC 5th,C01DX06
21600344,etafenone; oral,Drug,ATC 5th,C01DX07
21600345,heptaminol; systemic,Drug,ATC 5th,C01DX08
21600346,imolamine; oral,Drug,ATC 5th,C01DX09
21600347,dilazep; oral,Drug,ATC 5th,C01DX10
21600348,trapidil; systemic,Drug,ATC 5th,C01DX11
21600349,molsidomine; systemic,Drug,ATC 5th,C01DX12
21600350,efloxate; oral,Drug,ATC 5th,C01DX13
21600351,cinepazet; oral,Drug,ATC 5th,C01DX14
21600352,cloridarol; systemic,Drug,ATC 5th,C01DX15
21600353,nicorandil; oral,Drug,ATC 5th,C01DX16
21600354,linsidomine; systemic,Drug,ATC 5th,C01DX18
21600355,nesiritide; parenteral,Drug,ATC 5th,C01DX19
43534767,serelaxin; parenteral,Drug,ATC 5th,C01DX21
21600356,"itramin tosilate, combinations; oral",Drug,ATC 5th,C01DX51
21600358,"oxyfedrine, combinations; systemic",Drug,ATC 5th,C01DX53
21600359,"benziodarone, combinations; oral",Drug,ATC 5th,C01DX54
21600360,OTHER CARDIAC PREPARATIONS,Drug,ATC 3rd,C01E
21600361,Prostaglandins,Drug,ATC 4th,C01EA
21600362,alprostadil; parenteral,Drug,ATC 5th,C01EA01
21600363,Other cardiac preparations,Drug,ATC 4th,C01EB
21600364,camphora; oral,Drug,ATC 5th,C01EB02
21600365,indometacin; systemic,Drug,ATC 5th,C01EB03
21600367,creatinolfosfate,Drug,ATC 5th,C01EB05
21600368,fosfocreatine; parenteral,Drug,ATC 5th,C01EB06
21600369,"fructose 1,6-diphosphate; systemic",Drug,ATC 5th,C01EB07
21600370,ubidecarenone; systemic,Drug,ATC 5th,C01EB09
21600371,adenosine; parenteral,Drug,ATC 5th,C01EB10
21600372,tiracizine; systemic,Drug,ATC 5th,C01EB11
21600373,acadesine,Drug,ATC 5th,C01EB13
21600374,trimetazidine; oral,Drug,ATC 5th,C01EB15
21600375,ibuprofen; parenteral,Drug,ATC 5th,C01EB16
21600376,ivabradine; oral,Drug,ATC 5th,C01EB17
21600377,ranolazine; oral,Drug,ATC 5th,C01EB18
21600379,regadenoson; parenteral,Drug,ATC 5th,C01EB21
43534768,meldonium,Drug,ATC 5th,C01EB22
1123680,tiazotic acid,Drug,ATC 5th,C01EB23
21600380,Other cardiac combination products,Drug,ATC 4th,C01EX
21600381,ANTIHYPERTENSIVES,Drug,ATC 2nd,C02
21600382,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",Drug,ATC 3rd,C02A
21600383,Rauwolfia alkaloids,Drug,ATC 4th,C02AA
21600384,rescinnamine; systemic,Drug,ATC 5th,C02AA01
21600385,reserpine; systemic,Drug,ATC 5th,C02AA02
21600386,combinations of rauwolfia alkaloids,Drug,ATC 5th,C02AA03
21600387,"rauwolfia alkaloids, whole root; systemic",Drug,ATC 5th,C02AA04
21600388,deserpidine; oral,Drug,ATC 5th,C02AA05
21600389,methoserpidine; oral,Drug,ATC 5th,C02AA06
21600390,bietaserpine; oral,Drug,ATC 5th,C02AA07
21600392,"combinations of rauwolfia alkoloids, combinations",Drug,ATC 5th,C02AA53
21600393,"bietaserpine, combinations; systemic",Drug,ATC 5th,C02AA57
21600394,Methyldopa,Drug,ATC 4th,C02AB
21600395,methyldopa (levorotatory); systemic,Drug,ATC 5th,C02AB01
21600396,methyldopa (racemic); oral,Drug,ATC 5th,C02AB02
21600397,Imidazoline receptor agonists,Drug,ATC 4th,C02AC
21600398,clonidine; systemic,Drug,ATC 5th,C02AC01
21600399,guanfacine; oral,Drug,ATC 5th,C02AC02
21600400,tolonidine; oral,Drug,ATC 5th,C02AC04
21600401,moxonidine; oral,Drug,ATC 5th,C02AC05
21600402,rilmenidine; oral,Drug,ATC 5th,C02AC06
21600403,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",Drug,ATC 3rd,C02B
21600404,Sulfonium derivatives,Drug,ATC 4th,C02BA
21600405,trimetaphan; parenteral,Drug,ATC 5th,C02BA01
21600406,Secondary and tertiary amines,Drug,ATC 4th,C02BB
21600407,mecamylamine; oral,Drug,ATC 5th,C02BB01
21600408,Bisquaternary ammonium compounds,Drug,ATC 4th,C02BC
21600409,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",Drug,ATC 3rd,C02C
21600410,Alpha-adrenoreceptor antagonists,Drug,ATC 4th,C02CA
21600411,prazosin; oral,Drug,ATC 5th,C02CA01
21600412,indoramin; oral,Drug,ATC 5th,C02CA02
21600413,trimazosin; oral,Drug,ATC 5th,C02CA03
21600414,doxazosin; oral,Drug,ATC 5th,C02CA04
21600415,urapidil; systemic,Drug,ATC 5th,C02CA06
21600416,Guanidine derivatives,Drug,ATC 4th,C02CC
21600417,betanidine; oral,Drug,ATC 5th,C02CC01
21600418,guanethidine; oral,Drug,ATC 5th,C02CC02
21600419,guanoxan; oral,Drug,ATC 5th,C02CC03
21600420,debrisoquine; oral,Drug,ATC 5th,C02CC04
21600421,guanoclor,Drug,ATC 5th,C02CC05
21600422,guanazodine,Drug,ATC 5th,C02CC06
21600423,guanoxabenz; oral,Drug,ATC 5th,C02CC07
21600424,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",Drug,ATC 3rd,C02D
21600425,Thiazide derivatives,Drug,ATC 4th,C02DA
21600426,diazoxide; parenteral,Drug,ATC 5th,C02DA01
21600427,Hydrazinophthalazine derivatives,Drug,ATC 4th,C02DB
21600428,dihydralazine; systemic,Drug,ATC 5th,C02DB01
21600429,hydralazine; oral,Drug,ATC 5th,C02DB02
21600430,endralazine; oral,Drug,ATC 5th,C02DB03
21600431,cadralazine; oral,Drug,ATC 5th,C02DB04
21600432,Pyrimidine derivatives,Drug,ATC 4th,C02DC
21600433,minoxidil; oral,Drug,ATC 5th,C02DC01
21600434,Nitroferricyanide derivatives,Drug,ATC 4th,C02DD
21600435,nitroprusside; parenteral,Drug,ATC 5th,C02DD01
21600436,Guanidine derivatives,Drug,ATC 4th,C02DG
21600437,pinacidil; oral,Drug,ATC 5th,C02DG01
21600438,OTHER ANTIHYPERTENSIVES,Drug,ATC 3rd,C02K
21600439,"Alkaloids, excl. rauwolfia",Drug,ATC 4th,C02KA
21600440,veratrum; systemic,Drug,ATC 5th,C02KA01
21600441,Tyrosine hydroxylase inhibitors,Drug,ATC 4th,C02KB
21600442,metirosine; oral,Drug,ATC 5th,C02KB01
21600443,MAO inhibitors,Drug,ATC 4th,C02KC
21600444,pargyline; oral,Drug,ATC 5th,C02KC01
21600445,Serotonin antagonists,Drug,ATC 4th,C02KD
21600446,ketanserin; systemic,Drug,ATC 5th,C02KD01
21600447,Antihypertensives for pulmonary arterial hypertension,Drug,ATC 4th,C02KX
21600448,bosentan; oral,Drug,ATC 5th,C02KX01
21600449,ambrisentan; oral,Drug,ATC 5th,C02KX02
21600450,sitaxentan; oral,Drug,ATC 5th,C02KX03
43534769,macitentan; oral,Drug,ATC 5th,C02KX04
45893474,riociguat; oral,Drug,ATC 5th,C02KX05
715818,ambrisentan and tadalafil; oral,Drug,ATC 5th,C02KX52
21600451,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,Drug,ATC 3rd,C02L
21600452,Rauwolfia alkaloids and diuretics in combination,Drug,ATC 4th,C02LA
21600454,rescinnamine and diuretics; systemic,Drug,ATC 5th,C02LA02
21600455,deserpidine and diuretics; oral,Drug,ATC 5th,C02LA03
21600456,methoserpidine and diuretics; oral,Drug,ATC 5th,C02LA04
21600457,bietaserpine and diuretics; oral,Drug,ATC 5th,C02LA07
21600458,"rauwolfia alkaloids, whole root and diuretics; systemic",Drug,ATC 5th,C02LA08
21600459,syrosingopine and diuretics,Drug,ATC 5th,C02LA09
21600460,combination of rauwolfia alkaloids and diuretics incl. other combinations; systemic,Drug,ATC 5th,C02LA50
21600461,"reserpine and diuretics, combinations with other drugs; systemic",Drug,ATC 5th,C02LA51
21600462,"rescinnamine and diuretics, combinations with other drugs; systemic",Drug,ATC 5th,C02LA52
21600464,Methyldopa and diuretics in combination,Drug,ATC 4th,C02LB
21600466,Imidazoline receptor agonists in combination with diuretics,Drug,ATC 4th,C02LC
21600468,moxonidine and diuretics; oral,Drug,ATC 5th,C02LC05
21600470,Alpha-adrenoreceptor antagonists and diuretics,Drug,ATC 4th,C02LE
21600472,Guanidine derivatives and diuretics,Drug,ATC 4th,C02LF
21600474,Hydrazinophthalazine derivatives and diuretics,Drug,ATC 4th,C02LG
21600475,dihydralazine and diuretics; systemic,Drug,ATC 5th,C02LG01
21600477,picodralazine and diuretics,Drug,ATC 5th,C02LG03
21600478,"dihydralazine and diuretics, combinations with other drugs; systemic",Drug,ATC 5th,C02LG51
21600479,"picodralazine and diuretics, combinations with psycholeptics",Drug,ATC 5th,C02LG73
21601453,"Alkaloids, excl. rauwolfia, in combination with diuretics",Drug,ATC 4th,C02LK
21601454,veratrum and diuretics; systemic,Drug,ATC 5th,C02LK01
21601455,MAO inhibitors and diuretics,Drug,ATC 4th,C02LL
21601456,pargyline and diuretics; oral,Drug,ATC 5th,C02LL01
21601457,Serotonin antagonists and diuretics,Drug,ATC 4th,C02LN
21601458,Other antihypertensives and diuretics,Drug,ATC 4th,C02LX
21601459,pinacidil and diuretics; oral,Drug,ATC 5th,C02LX01
21601460,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02,Drug,ATC 3rd,C02N
21601461,DIURETICS,Drug,ATC 2nd,C03
21601462,"LOW-CEILING DIURETICS, THIAZIDES",Drug,ATC 3rd,C03A
21601463,"Thiazides, plain",Drug,ATC 4th,C03AA
21601464,bendroflumethiazide; oral,Drug,ATC 5th,C03AA01
21601465,hydroflumethiazide; oral,Drug,ATC 5th,C03AA02
21601466,hydrochlorothiazide; oral,Drug,ATC 5th,C03AA03
21601467,chlorothiazide; oral,Drug,ATC 5th,C03AA04
21601468,polythiazide; oral,Drug,ATC 5th,C03AA05
21601469,trichlormethiazide; oral,Drug,ATC 5th,C03AA06
21601470,cyclopenthiazide; oral,Drug,ATC 5th,C03AA07
21601471,methyclothiazide; oral,Drug,ATC 5th,C03AA08
21601472,cyclothiazide; oral,Drug,ATC 5th,C03AA09
21601473,mebutizide; oral,Drug,ATC 5th,C03AA13
21601474,Thiazides and potassium in combination,Drug,ATC 4th,C03AB
21601475,bendroflumethiazide and potassium; oral,Drug,ATC 5th,C03AB01
21601476,hydroflumethiazide and potassium; oral,Drug,ATC 5th,C03AB02
21601477,hydrochlorothiazide and potassium; oral,Drug,ATC 5th,C03AB03
21601478,chlorothiazide and potassium; oral,Drug,ATC 5th,C03AB04
21601479,polythiazide and potassium; oral,Drug,ATC 5th,C03AB05
21601480,trichlormethiazide and potassium; oral,Drug,ATC 5th,C03AB06
21601481,cyclopenthiazide and potassium; oral,Drug,ATC 5th,C03AB07
21601482,methyclothiazide and potassium; oral,Drug,ATC 5th,C03AB08
21601483,cyclothiazide and potassium; oral,Drug,ATC 5th,C03AB09
21601484,"Thiazides, combinations with psycholeptics and/or analgesics",Drug,ATC 4th,C03AH
21601485,"chlorothiazide, combinations; systemic",Drug,ATC 5th,C03AH01
21601486,"hydroflumethiazide, combinations; systemic",Drug,ATC 5th,C03AH02
21601487,"Thiazides, combinations with other drugs",Drug,ATC 4th,C03AX
21601488,"hydrochlorothiazide, combinations; oral",Drug,ATC 5th,C03AX01
21601489,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",Drug,ATC 3rd,C03B
21601490,"Sulfonamides, plain",Drug,ATC 4th,C03BA
21601491,quinethazone; oral,Drug,ATC 5th,C03BA02
21601492,clopamide; oral,Drug,ATC 5th,C03BA03
21601493,chlortalidone; oral,Drug,ATC 5th,C03BA04
21601494,mefruside; oral,Drug,ATC 5th,C03BA05
21601495,clofenamide; oral,Drug,ATC 5th,C03BA07
21601496,metolazone; oral,Drug,ATC 5th,C03BA08
21601497,meticrane; oral,Drug,ATC 5th,C03BA09
21601498,xipamide; oral,Drug,ATC 5th,C03BA10
21601499,indapamide; oral,Drug,ATC 5th,C03BA11
21601500,clorexolone; oral,Drug,ATC 5th,C03BA12
21601501,fenquizone,Drug,ATC 5th,C03BA13
21601502,"clorexolone, combinations with psycholeptics; oral",Drug,ATC 5th,C03BA82
21601503,Sulfonamides and potassium in combination,Drug,ATC 4th,C03BB
21601504,quinethazone and potassium; oral,Drug,ATC 5th,C03BB02
21601505,clopamide and potassium; oral,Drug,ATC 5th,C03BB03
21601506,chlortalidone and potassium; oral,Drug,ATC 5th,C03BB04
21601507,mefruside and potassium; oral,Drug,ATC 5th,C03BB05
21601508,clofenamide and potassium; systemic,Drug,ATC 5th,C03BB07
21601509,Mercurial diuretics,Drug,ATC 4th,C03BC
